,experiment_name,experiment_description,num_anchors,bearing_kappa,bearing_noise_std_deg_approx,sigma_gnss_m,avg_localization_error_m,std_localization_error_m,n_simulations,solver
124,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",9,500,2.5623451563018373,5.0,25.326420355541785,19.956412813247308,2000,odr
125,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",9,500,2.5623451563018373,10.0,29.096184668021863,14.979345091717772,2000,odr
126,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",9,100,5.729577951308233,1.0,38.31070757311483,22.665161899025467,2000,odr
127,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",9,100,5.729577951308233,5.0,39.55144676856947,21.472931018727156,2000,odr
128,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",9,100,5.729577951308233,10.0,37.88332739087973,17.672870429189064,2000,odr
129,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",9,50,8.102846845413955,1.0,53.666735557098555,30.026571757614207,2000,odr
130,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",9,50,8.102846845413955,5.0,50.00558403302822,25.11518341369184,2000,odr
131,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",9,50,8.102846845413955,10.0,51.67806642514157,25.839804760436778,2000,odr
132,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",9,10,18.118516357615334,1.0,84.89669568281144,25.821198572331397,2000,odr
133,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",9,10,18.118516357615334,5.0,89.82728356417844,23.399258248428765,2000,odr
134,CombinedNoise_VaryAll,"Varying both Bearing and Anchor Noise, and Number of Anchors",9,10,18.118516357615334,10.0,81.43630386180654,25.88616147704106,2000,odr
